series,patient,group,label,slice_idx,liver_px,fo_mean,fo_median,fo_std,fo_skewness,fo_kurtosis,fo_p10,fo_p90,fo_iqr,fo_range,fo_entropy,glcm_contrast,glcm_correlation,glcm_energy,glcm_homogeneity,glcm_dissimilarity,glcm_asm
Patient_1_After_s02,Patient_1_After,Patient_1,1,33,7547,56.61229627666623,57.0,29.9358254882349,-0.4035487393192684,1.6993081056424648,21.0,92.0,37.0,295.0,0.7501017953331851,15.839095935619827,0.9449175622789021,0.8475424141367167,0.8686218237667302,1.132792262068699,0.7183299803056633
Patient_1_After_s02,Patient_1_After,Patient_1,1,36,8300,56.28144578313253,58.0,30.145103985477533,-0.5690902201724796,1.9758016031815666,21.0,92.0,37.0,267.0,0.828939986655778,19.8776176124706,0.9475924774063447,0.8326886073054813,0.8545320297120869,1.33024035909504,0.693372313317415
Patient_1_After_s02,Patient_1_After,Patient_1,1,39,8723,56.06328098131377,57.0,29.017364791849968,-0.35436053104777004,1.4443714105481416,21.0,91.0,37.0,275.0,0.7999753297082872,20.687725037709132,0.9440360677811489,0.8241057458320529,0.8476482126521357,1.3821456388777555,0.6791525499399667
Patient_1_After_s02,Patient_1_After,Patient_1,1,42,9461,55.63502800972413,57.0,30.792620416570106,-0.6039734545212092,2.001950955806816,19.0,92.0,38.0,275.0,0.807361106832594,20.93354947282122,0.9468753624448611,0.8095472144983432,0.8351300155498361,1.4681961829037127,0.6553690928017322
Patient_1_After_s02,Patient_1_After,Patient_1,1,45,9795,55.53496681980602,56.0,29.787891949168134,-0.4789654716244674,1.8067914345923128,20.0,92.0,37.0,288.0,0.7680485525952601,20.02973104366042,0.9455074348929953,0.8030833901837194,0.8303335176348122,1.451446941277457,0.6449453135963055
Patient_1_After_s02,Patient_1_After,Patient_1,1,48,10606,54.69290967376956,56.0,31.81037478669654,-0.5974347437034363,2.025496116280805,17.0,93.0,39.0,265.0,0.8436422194521664,26.326224047144347,0.9427180253831648,0.787085436446846,0.8130788711889819,1.7551175950894744,0.6195060721508558
Patient_1_After_s02,Patient_1_After,Patient_1,1,51,11083,55.0958224307498,56.0,31.291820684288492,-0.3607521088284484,1.12848428604351,17.0,94.0,41.0,272.0,0.8223296640823176,27.857086977021297,0.9383486870614066,0.7772132150402482,0.8048419228029552,1.845587917584913,0.6040633036805808
Patient_1_After_s02,Patient_1_After,Patient_1,1,54,12053,53.294117647058826,54.0,33.10943460201203,-0.44024684932556835,1.2603846652721513,13.0,94.0,41.0,272.0,0.8314923107330426,30.37713490913589,0.9356864603663206,0.7580532274626213,0.7872406472231985,2.036943998103668,0.574647853349101
Patient_1_After_s02,Patient_1_After,Patient_1,1,57,12422,53.164546771856386,54.0,34.16414776671374,-0.22915958009251244,0.6969024532136232,11.0,96.0,45.0,287.0,0.7946130045826438,31.261533629608124,0.9279772640842374,0.7505778814046072,0.7801387355215861,2.1162507031802456,0.5633705191639989
Patient_1_After_s02,Patient_1_After,Patient_1,1,60,13664,51.438378220140514,53.0,35.257606387028936,-0.3253035906677566,0.8309705483913237,7.0,95.0,45.0,278.0,0.8247514985669613,36.486065917369146,0.9248066502610213,0.7250699212107663,0.7561122283432096,2.4137891127835767,0.5257312646484712
Patient_1_After_s02,Patient_1_After,Patient_1,1,63,14168,52.48517786561265,53.0,33.66268101506398,-0.30233997960574727,0.8342794311868986,11.0,94.0,43.0,293.0,0.7759538680786177,33.79250747993838,0.9247826052151455,0.7147563105730097,0.7497333470858777,2.3336794495176654,0.5108818959745348
Patient_1_After_s02,Patient_1_After,Patient_1,1,66,15114,53.10586211459574,55.0,33.82122297858471,-0.6289604073074049,1.9213952312743245,13.0,93.0,41.0,294.0,0.7697656770102818,32.62829741742773,0.930502340194762,0.6964561305075792,0.7361150421027733,2.350638474130941,0.48505661273715833
