series,patient,group,label,slice_idx,liver_px,fo_mean,fo_median,fo_std,fo_skewness,fo_kurtosis,fo_p10,fo_p90,fo_iqr,fo_range,fo_entropy,glcm_contrast,glcm_correlation,glcm_energy,glcm_homogeneity,glcm_dissimilarity,glcm_asm
Patient_1_After_s07,Patient_1_After,Patient_1,1,21,4475,63.132290502793296,66.0,14.33501541054756,-5.331402822977634,36.810846666843126,57.0,72.0,7.0,185.0,0.8368469649070571,14.830583653530574,0.9790249145709401,0.8636606373532619,0.9377729763101776,0.46494925323352065,0.745911571134085
Patient_1_After_s07,Patient_1_After,Patient_1,1,24,6431,62.667858808894415,65.0,11.91888399733146,-4.70122073213951,34.455120289530065,55.0,71.0,7.0,182.0,0.8571790845405911,20.76808851197577,0.9786711630896543,0.8047278229467116,0.9128790804869877,0.6347266709909386,0.6475903633394937
Patient_1_After_s07,Patient_1_After,Patient_1,1,27,9643,60.132220263403504,64.0,17.26922448151943,-4.640655610628175,29.174498445001483,49.0,71.0,9.0,189.0,0.8730272900857835,18.332481909754584,0.9843587159277669,0.7099172047958204,0.8669443483974466,0.7654362998279048,0.5039881972236955
Patient_1_After_s07,Patient_1_After,Patient_1,1,30,10741,62.3355367284238,65.0,13.805229831285162,-5.994007132562244,49.905843945705364,55.0,71.0,8.0,183.0,0.8552454241014904,24.923310008376696,0.981563536752766,0.6772632859941536,0.8538633926308636,0.882648889834984,0.4586934160969994
Patient_1_After_s07,Patient_1_After,Patient_1,1,33,9276,62.41257007330746,65.0,11.825151413120912,-3.019856853865144,14.046260646143487,51.0,72.0,9.0,185.0,0.8670604201236791,19.829621388369986,0.9784559188339528,0.7194983632170933,0.8665402987250597,0.7953045353107793,0.5176843812935145
Patient_1_After_s07,Patient_1_After,Patient_1,1,36,8237,61.504188418113394,66.0,15.73616662619454,-3.1546281666703586,14.009480265240693,45.0,73.0,10.0,187.0,0.9006205218137282,30.515570246811357,0.9719493804580221,0.7490344615575045,0.8783714007692731,0.935577814380844,0.5610601742611396
Patient_1_After_s07,Patient_1_After,Patient_1,1,39,6715,61.17244973938943,65.0,15.51216611479083,-3.1892046524625934,13.123880633860683,48.0,72.0,9.0,161.0,1.0292026307568292,25.167336113441273,0.9730610251374204,0.7946631466075,0.8922166014392341,0.8199094847368977,0.6314952714629547
Patient_1_After_s07,Patient_1_After,Patient_1,1,42,4358,58.34281780633318,65.0,18.84018820625033,-2.3121575241642924,5.3557895189960725,32.0,72.0,12.0,146.0,1.1869245096195538,24.247146166904624,0.9599409842613503,0.8643181159690813,0.924932754227741,0.7283003225988149,0.7470502255702571
Patient_1_After_s07,Patient_1_After,Patient_1,1,45,2024,62.86363636363637,65.0,11.468472930684353,-4.002083128080943,22.31864652577374,55.30000000000001,71.0,7.0,123.0,1.2324808762131094,24.354911911771786,0.9290406950758994,0.9351770767507893,0.9616122575677368,0.5576782473333483,0.874558600398669
Patient_1_After_s07,Patient_1_After,Patient_1,1,48,215,64.91627906976744,66.0,7.315638878538896,-1.8611642583840566,4.905798935939253,56.800000000000004,72.0,6.0,46.0,3.005755656086013,2.8247111780594034,0.8938484211410442,0.9929120038198372,0.99439138074825,0.08221002243577705,0.9858742951605166
Patient_1_After_s07,Patient_1_After,Patient_1,1,51,402,42.40298507462686,46.0,11.67413226855246,-1.9142732409209382,4.2227961714611055,24.1,53.0,10.0,71.0,2.2747571950823975,5.86480564371773,0.9001944724042344,0.9867484221894419,0.990077824477112,0.14845147493531857,0.9736726176048588
Patient_1_After_s08,Patient_1_After,Patient_1,1,6,2100,48.17619047619048,56.0,23.42961912098007,-2.359041454606382,5.199215693283479,14.0,64.0,10.0,145.0,1.227158770776802,2.7173575934065317,0.9782522469208594,0.9752946757973117,0.9838367128912291,0.1297494620943203,0.9511998489606311
Patient_1_After_s08,Patient_1_After,Patient_1,1,9,3315,47.08929110105581,55.0,23.234093440226296,-1.9922337811093294,3.8294765113974014,5.0,64.0,13.0,154.0,1.197394484806611,3.508044979477745,0.9777915490732252,0.9611216506961704,0.9753644152101525,0.17458731315801154,0.9237550927330735
Patient_1_After_s08,Patient_1_After,Patient_1,1,12,3907,50.589454824673666,55.0,20.057936850494688,-2.8392034655360345,10.190774945241039,32.0,66.0,13.0,167.0,1.093383968779992,5.654982560055014,0.972136050987869,0.9541306003455836,0.9719252884102767,0.22305983750544545,0.9103656266930042
